WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND
131,3,46.2,0,23.4,3243.24
35,7.1,3,0,22.6,481.38
39,4.7,24.6,0,18.5,2138.97
137,3,46.2,0,23.4,3243.24
0,2.1,2,0,27.4,115.08
0,3.9,1.5,0,11,64.35
0,4.4,0,0,32.7,0
0,4,0,0,27.2,0
0,6.8,0,0,16.4,0
38,4.7,24.6,0,18.5,2138.97
63,3,8.9,0,31.3,835.71
0,5.9,0,0,27.8,0
330,2.6,0,0,31.4,0
121,2.5,29.2,0,24.4,1781.2
0,5,0,0,20.3,0
0,8.1,2,0,31.6,511.92
0,3.6,0,0,24.1,0
43,5.3,9.7,0,28.7,1475.467
79,2.6,0,0,31.4,0
0,5.9,0,0,16.3,0
278,4.6,1.8,0,25.3,209.484
0,4.1,0,0,16.9,0
98,7.2,3.8,0,26.5,725.04
0,3.2,0,0,18.2,0
0,3.7,0,0,13.2,0
142,7.2,3.8,0,26.5,725.04
0,4.5,0,0,33.5,0
0,2.9,0,0,2.7,0
32,6.5,81.3,0,28.3,14955.135
0,3.6,10.2,0,26.3,965.736
0,5.2,0,0,24,0
114,4.2,29.5,0,25.4,3147.06
0,6.9,0,0,7.4,0
0,7.2,0,0,21.4,0
0,3.8,0,0,9.4,0
0,3.2,0,0,3.5,0
0,7.1,3,0,22.6,481.38
0,3,0,0,26.9,0
0,6.1,41.7,0,22.4,5697.888
0,3.5,0,0,23.8,0
0,10.7,0,0,15.5,0
0,3.2,0,0,18.2,0
73,5.1,21.3,0,28.6,3106.818
0,6,0,0,21.7,0
0,2.2,0,0,12.7,0
0,2.7,0,0,28.5,0
0,4.4,0,0,32.7,0
0,7.6,4.8,0,8.4,306.432
91,4.8,0,0,25,0
0,3.9,0,0,31.8,0
0,6.8,0,0,18.5,0
0,4.6,0,0,7.3,0
227,2.7,30.7,0,18.1,1500.309
0,4.4,0,0,32.7,0
0,5.2,0,0,31.7,0
0,4.6,8.9,0,19.6,802.424
0,2.5,0,0,29.2,0
38,3.6,10.2,0,26.3,965.736
0,3.8,3,0,24.7,281.58
0,6.2,23.4,0,22.2,3220.776
0,4.8,0,0,17.6,0
0,6,0,0,28.4,0
0,5.1,0.8,0,29.8,121.584
40,3.4,3,0,28,285.6
