WeatherDelay,AWND,PCRP,SNOW,AVGT
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
16,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
10,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
4,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
4,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
15,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
24,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
5,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
5,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
15,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-2.8
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,4.5,0,0,-3.6
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
0,3.9,0,0,-2.1
