WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND,,,,,,,,,,,,
80,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308,,,,,,,,,,,,
210,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818,,,,,,,,,,,,
38,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584,,,,,,,,,,,,
51,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512,,,,,,,,,,,,
278,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
54,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97,,,,,,,,,,,,
257,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06,,,,,,,,,,,,
147,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2,,,,,,,,,,,,
59,-0.967398536,-0.606591464,-0.201493861,0.935964754,0,,,,,,,,,,,,
47,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578,,,,,,,,,,,,
85,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684,,,,,,,,,,,,
93,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135,,,,,,,,,,,,
90,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715,,,,,,,,,,,,
43,1.915548189,-0.354439077,-0.201493861,0.668873293,892.16,,,,,,,,,,,,
39,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684,,,,,,,,,,,,
51,1.68943472,-0.31138867,-0.201493861,-1.062616179,306.432,,,,,,,,,,,,
80,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
55,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
41,0.389282276,-0.010035817,-0.201493861,0.807024048,1475.467,,,,,,,,,,,,
51,1.463321252,-0.372889252,-0.201493861,0.60440294,725.04,,,,,,,,,,,,
82,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578,,,,,,,,,,,,
39,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71,,,,,,,,,,,,
130,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
32,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715,,,,,,,,,,,,
62,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
30,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
35,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584,,,,,,,,,,,,
207,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578,,,,,,,,,,,,
90,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684,,,,,,,,,,,,
92,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684,,,,,,,,,,,,
70,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
94,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2,,,,,,,,,,,,
39,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014,,,,,,,,,,,,
153,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
171,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512,,,,,,,,,,,,
35,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512,,,,,,,,,,,,
44,0.389282276,-0.606591464,-0.201493861,-0.344232249,0,,,,,,,,,,,,
82,0.728452479,-0.606591464,-0.201493861,-0.335022199,0,,,,,,,,,,,,
50,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818,,,,,,,,,,,,
218,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715,,,,,,,,,,,,
36,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71,,,,,,,,,,,,
43,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
94,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666,,,,,,,,,,,,
30,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818,,,,,,,,,,,,
222,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
80,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71,,,,,,,,,,,,
134,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484,,,,,,,,,,,,
63,1.915548189,-0.354439077,-0.201493861,0.668873293,892.16,,,,,,,,,,,,
80,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97,,,,,,,,,,,,
84,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666,,,,,,,,,,,,
91,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666,,,,,,,,,,,,
39,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135,,,,,,,,,,,,
33,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666,,,,,,,,,,,,
36,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014,,,,,,,,,,,,
30,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818,,,,,,,,,,,,
39,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736,,,,,,,,,,,,
76,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135,,,,,,,,,,,,
628,-1.250040372,-0.606591464,-0.201493861,-0.454752854,0,,,,,,,,,,,,
46,-1.419625474,-0.4835903,-0.201493861,0.687293393,115.08,,,,,,,,,,,,
57,-0.571699966,-0.606591464,-0.201493861,0.807024048,0,,,,,,,,,,,,
110,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135,,,,,,,,,,,,
38,-1.136983638,-0.606591464,-0.201493861,1.055695409,0,,,,,,,,,,,,
32,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6,,,,,,,,,,,,
40,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6,,,,,,,,,,,,
55,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512,,,,,,,,,,,,
40,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818,,,,,,,,,,,,
264,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512,,,,,,,,,,,,
